"","filename","AB","AF","AU","CA","BP","C1","CR","DE","DI","EM","EP","FN","FU","PD","PG","PT","PU","PY","RI","OI","PM","RP","SC","SN","SO","TC","TI","UT","VL","WC","Z9","refID"
"191","LaSelvaPT_1-500.txt","Habitat loss and fragmentation reduce diversity of tropical bird communities, but the predictability of how communities in fragments disintegrate over time remains unclear. We compared bird community changes of two lowland forest reserves, La Selva Biological Station (LSBS), Costa Rica and Barro Colorado Island (BCI), Panama, both approximately the same size (1500 ha) and at similar latitude (9-10 N) in Central America. Both reserves are losing bird species despite LSBS's connection to an existing large park (incomplete isolation) and BCI's favorable location within a largely forested landscape. We examined characteristics of guilds and species lost from the sites to determine whether patterns were similar, and thus predictable. Some of the same guilds declined at both reserves, particularly insectivores and ground/understory nesters. At LSBS mixed-species flock participants, forest species, and burrow-nesters also declined or became extirpated disproportionately. At BCI edge species became extirpated. Body mass was a poor predictor of species and guild loss at both sites, except for carnivores at La Selva. Thus, fragmentation appears to influence some guilds more than others, but which species decline or disappear in tropical forest fragments is also influenced by site-specific factors, mostly yet to be determined. We need to understand such idiosyncratic effects of fragmentation better, rather than rely on one-size-fits-all management plans to conserve bird communities in tropical forest fragments. (C) 2009 Elsevier Ltd. All rights reserved.","Sigel, Bryan J.
Robinson, W. Douglas
Sherry, Thomas W.","Sigel, BJ
Robinson, WD
Sherry, TW",NA,"340",NA,NA,NA,"10.1016/j.biocon.2009.10.020",NA,"350","Clarivate Analytics Web of Science",NA,"FEB",NA,"J",NA,"2010",NA,"Sigel, Bryan/0000-0003-2345-9028;Robinson, WDouglas/0000-0003-2240-0606",NA,NA,NA,"0006-3207","BIOLOGICAL CONSERVATION",NA,"Comparing bird community responses to forest fragmentation in two
lowland Central American reserves","WOS:000274761000008","143",NA,NA,191
"192","LaSelvaPT_1-500.txt","Increased atmospheric [CO2] could theoretically lead to increased forest productivity ('CO2 fertilization'). This mechanism was hypothesized as a possible explanation for biomass increases reported from tropical forests in the last 30+ years. We used unique long-term records of annually measured stands (eighteen 0.5 ha plots, 10 years) and focal tree species (six species, 24 years) to assess the effects of rainfall, temperature, and atmospheric [CO2] on annual wood production in a neotropical rain forest. Our study area was a meso-scale section (600 ha) of old-growth Tropical Wet Forest in NE Costa Rica. Using the repeated remeasurements we directly assessed the relative effects of interannual climatic variation and increasing atmospheric [CO2] on wood production. A remarkably simple two-factor model explained 91% of the interannual variance in stand-level tree growth; the statistically independent factors were total dry season rainfall (positive effect, r2=0.85) and night-time temperature (negative effect, r2=0.42). Stand-level tree mortality increased significantly with night-time temperature. After accounting for dry season rainfall and night-time temperature, there was no effect of annual [CO2] on tree growth in either the stand or focal species data. Tree growth in this Tropical Wet Forest was surprisingly sensitive to the current range of dry season conditions and to variations in mean annual night-time temperature of 1-2 degrees. Our results suggest that wood production in the lowland rainforests of NE Costa Rica (and by extension in other tropical regions) may be severely reduced in future climates that are only slightly drier and/or warmer.","Clark, David B.
Clark, Deborah A.
Oberbauer, Steven F.","Clark, DB
Clark, DA
Oberbauer, SF",NA,"747",NA,NA,NA,"10.1111/j.1365-2486.2009.02004.x",NA,"759","Clarivate Analytics Web of Science",NA,"FEB",NA,"J",NA,"2010",NA,"Clark, Deborah/0000-0002-4000-4925",NA,NA,NA,"1354-1013","GLOBAL CHANGE BIOLOGY",NA,"Annual wood production in a tropical rain forest in NE Costa Rica linked
to climatic variation but not to increasing CO2","WOS:000274419400020","16",NA,NA,192
"193","LaSelvaPT_1-500.txt","An obligate symbiosis between Ocotea dendrodaphne Mez and O. atirrensis Mez & Donn.Sm. (Lauraceae) and their cryptic ant symbiont, Myrmelachista flavocotea, is common in lowland wet forests of Costa Rica, yet it is unclear whether the association is typically mutualistic or parasitic. Ants impose costs by tending trophobionts inside the plant body and further compromise the structural integrity of their host by hollowing its stems. Benefits to the host, including anti-herbivore defense and nutrient provisioning, must outweigh these costs for the association to be mutualistic, but benefits in this system are largely unknown. We adopted a stable isotope approach to investigate trophic relationships among Ocotea hosts, coccoid trophobionts, and worker and larval ants in the understory of mature forest at La Selva Biological Station, Costa Rica. In addition, a natural stable isotope marker (tuna) was made available to M. flavocotea colonies to determine whether ants are fortuitous scavengers and/or provision their host. In this system, we found unusual patterns of isotopic fractionation. For coccoids, nitrogen isotopes are only slightly enriched, and carbon isotopes were depleted relative to the host signature. Moreover, nitrogen signatures of the timid Myrmelachista ants are high, suggesting a substantial degree of carnivory and/or scavenging in this species. In the provisioning study, ant colonies provided with baits demonstrated a significant shift in carbon isotopic composition relative to untreated colonies indicating uptake and assimilation of the bait. These results suggest that these timid ants are patrolling the plant for food and concentrating nutrients in Ocotea's hollowed stems. Further studies are required to confirm if M. flavocotea provides a net benefit to its host by providing nutrients, reducing herbivory, or by removing detrimental debris from the plants surface.","McNett, K.
Longino, J.
Barriga, P.
Vargas, O.
Phillips, K.
Sagers, C. L.","McNett, K
Longino, J
Barriga, P
Vargas, O
Phillips, K
Sagers, CL",NA,"67",NA,NA,NA,"10.1007/s00040-009-0051-z",NA,"72","Clarivate Analytics Web of Science",NA,"FEB",NA,"J",NA,"2010",NA,NA,NA,NA,NA,"0020-1812","INSECTES SOCIAUX",NA,"Stable isotope investigation of a cryptic ant-plant association:
Myrmelachista flavocotea (Hymenoptera, Formicidae) and Ocotea spp.
(Lauraceae)","WOS:000273479800009","57",NA,NA,193
"194","LaSelvaPT_1-500.txt","This paper reports on a study of phytoseiids collected from the La Selva Biological Field Station, the ALAS (Arthropods of La Selva) Project, made available to us by the Canadian National Collection via Dr. E. E. Lindquist. This material includes two new species, Proprioseiopsis versus n. sp. and Transeius costarricensis n. sp., three new records for Central America, and additional information for nine species previously reported from La Selva.","de Castro, Tatiane M. M. G.
de Moraes, Gilberto J.
McMurtry, James A.","de Castro, TMMG
de Moraes, GJ
McMurtry, JA",NA,"35",NA,NA,NA,"10.1080/01647950903506718",NA,"48","Clarivate Analytics Web of Science",NA,NA,NA,"J",NA,"2010",NA,NA,NA,NA,NA,"0164-7954","INTERNATIONAL JOURNAL OF ACAROLOGY",NA,"NEW PHYTOSEIIDAE (ACARI: MESOSTIGMATA) FROM COSTA RICA, WITH ADDITIONAL
INFORMATION ON OTHER SPECIES","WOS:000275026000006","36",NA,NA,194
"195","LaSelvaPT_1-500.txt","Adults of the dusk-flying and rotting wood-nesting bees Megalopta genalis and/or M. ecuadoria were collected at Barro Colorado Island, The Smithsonian Tropical Research Institute (BCI, STRI), Panama and La Selva, Costa Rica, and examined for nematodes. Nematodes were recovered as dauer juveniles from the Dufour's gland of female bees and aedeagus of male bees. Adult nematodes isolated from M. genalis (BCI and La Selva) and M. ecuadoria (BCI) were successfully cultured and kept in the laboratory. All three populations were used for morphological observations and molecular analyses and were identified as a new species that is described herein as Acrostichus megaloptae n. sp. It is characterised by its stomatal morphology, possession of six triangular cuticle flaps covering stomatal opening, duplicated cheilo- and gymnostomatal walls, large dorsal tooth and sclerotised ventral stegostomatal ridges, female with vulval flap, male spicule and gubernaculum morphology, i.e., relatively straight spicule with oval-shaped manubrium, rounded flap-like rostrum and separated and strongly ventrally curved spicule with bifurcate tip, gubernaculum L-shaped in lateral view and anchor-shaped in ventral view, and filiform tail of both sexes. Sequences from the three A. megaloptae n. sp. geographical/host isolates were not significantly different and molecular phylogenetic analysis and biological and morphological comparisons place the new species close to A. halicti from Halictus ligatus and A. puri from Augochlora pura from North America, although the new species is distinguished from A. halicti and A. puri based upon its stomatal morphology of males and females, male spicule and gubernaculum morphology and female vulval structure.","Kanzaki, Natsumi
Giblin-Davis, Robin M.
Wcislo, William T.
Zeng, Yongsan
Ye, Weimin
Center, Barbara J.
Esquivel, Alejandro
Thomas, W. Kelley","Kanzaki, N
Giblin-Davis, RM
Wcislo, WT
Zeng, YS
Ye, WM
Center, BJ
Esquivel, A
Thomas, WK",NA,"453",NA,NA,NA,"10.1163/138855409X12559479585089",NA,"468","Clarivate Analytics Web of Science",NA,NA,NA,"J",NA,"2010","Kanzaki, Natsumi/A-3864-2012","Kanzaki, Natsumi/0000-0001-8752-1674",NA,NA,NA,"1388-5545","NEMATOLOGY",NA,"Acrostichus megaloptae n. sp (Nematoda: Diplogastridae), a phoretic
associate of Megalopta spp. (Hymenoptera: Halictidae) in Central America","WOS:000280001600012","12",NA,NA,195
"196","LaSelvaPT_1-500.txt","Animals use honest signals to assess the quality of competitors during aggressive interactions. Current theory predicts that honest signals should be costly to produce and thus reveal some aspects of the phenotypic or genetic quality of the sender. In songbirds, research indicates that biomechanical constraints make the production of some acoustic features costly. Furthermore, recent studies have found that vocal features are related to genetic diversity. We linked these two lines of research by evaluating if constrained acoustic features reveal male genetic diversity during aggressive interactions in ocellated antbirds (Phaenostictus mcleannani). We recorded the aggressive vocalizations of radiotagged males at La Selva Biological Station in Costa Rica, and found significant variation in the highest frequency produced among individuals. Moreover, we detected a negative relationship between the frequency of the highest pitched note and vocalization duration, suggesting that high pitched notes might constrain the duration of vocalizations through biomechanical and/or energetic limitations. When we experimentally exposed wild radiotagged males to simulated acoustic challenges, the birds increased the pitch of their vocalization. We also found that individuals with higher genetic diversity (as measured by zygosity across 9 microsatellite loci) produced notes of higher pitch during aggressive interactions. Overall, our results suggest that the ability to produce high pitched notes is an honest indicator of male genetic diversity in male-male aggressive interactions.","Araya-Ajoy, Yi-men
Chaves-Campos, Johel
Kalko, Elisabeth K. V.
DeWoody, J. Andrew","Araya-Ajoy, YM
Chaves-Campos, J
Kalko, EKV
DeWoody, JA",NA,NA,NA,NA,NA,"10.1371/journal.pone.0008137",NA,NA,"Clarivate Analytics Web of Science",NA,"DEC 2",NA,"J",NA,"2009","DeWoody, James Andrew/C-4909-2008","DeWoody, James Andrew/0000-0002-7315-5631","19956580",NA,NA,"1932-6203","PLOS ONE",NA,"High-Pitched Notes during Vocal Contests Signal Genetic Diversity in
Ocellated Antbirds","WOS:000272828800028","4",NA,NA,196
"197","LaSelvaPT_1-500.txt","Hemi-epiphytism represents an evolutionarily important yet poorly understood growth habit in ferns. Anatomy and ontogeny related to hemi-epiphytism in the fern Vandenboschia collariata (Hymenophyllaceae) were investigated at La Selva Biological Station, Costa Rica. Multiple specimens representing all stages of gametophyte and sporophyte growth were observed in the field, collected, and examined in the laboratory. Cross sections of sporophyte roots and stems were made by hand, and examined using light microscopy. Sporophytes were found to initiate growth on the base of trees up to ca. 25 cm above the ground. Two types of stems were produced: 1) a short stem that produces crowded roots, and 2) one or more climbing stems that branch from the short stem, climb up the trunk, and produce distant leaves but no roots. This study presents the first description of gametophytes in V. collariata and clarifies ontogeny and anatomy related to the hemi-epiphytic growth habit in ferns.","Nitta, Joel H.
Epps, Mary Jane","Nitta, JH
Epps, MJ",NA,"392",NA,NA,NA,"10.1007/s12228-009-9097-5",NA,"397","Clarivate Analytics Web of Science",NA,"DEC",NA,"J",NA,"2009","Nitta, Joel/J-5467-2019","Nitta, Joel/0000-0003-4719-7472",NA,NA,NA,"0007-196X","BRITTONIA",NA,"Hemi-epiphytism in Vandenboschia collariata (Hymenophyllaceae)","WOS:000272566500006","61",NA,NA,197
"198","LaSelvaPT_1-500.txt","In tropical rain forests, rates of forest turnover and tree species' life-history differences are shaped by the life expectancy of trees and the time taken by seedlings to reach the canopy. These measures are therefore of both theoretical and applied interest. However, the relationship between size, age, and life expectancy is poorly understood. In this paper, we show how to obtain, in a dynamic environment, age-related population parameters from data on size and light transitions and survival of individuals over single time steps. We accomplish this goal by combining two types of analysis (integral projection modeling and age-from-stage analysis for variable environments) in a new way. The method uses an index of crown illumination (CI) to capture the key tree life-history axis of movement through the light environment. We use this method to analyze data on nine tropical tree species, chosen to sample two main gradients, juvenile recruitment niche (gap/nongap) and adult crown position niche (subcanopy, canopy-emergent). We validate the method using independent estimates of age and size from growth rings and C-14 from some of the same species at the same site and use our results to examine correlations among age-related population parameters. Finally, we discuss the implications of these new results for life histories of tropical trees.","Metcalf, C. Jessica E.
Horvitz, Carol C.
Tuljapurkar, Shripad
Clark, Deborah A.","Metcalf, CJE
Horvitz, CC
Tuljapurkar, S
Clark, DA",NA,"2766",NA,NA,NA,"10.1890/08-1645.1",NA,"2778","Clarivate Analytics Web of Science",NA,"OCT",NA,"J",NA,"2009",NA,NA,"19886486",NA,NA,"0012-9658","ECOLOGY",NA,"A time to grow and a time to die: a new way to analyze the dynamics of
size, light, age, and death of tropical trees","WOS:000270274200013","90",NA,NA,198
"199","LaSelvaPT_1-500.txt","Little is known about how land-use changes affect interspecific interactions such as fruit-frugivore mutualisms. Forest age could affect both fruit sugar concentrations via differences in light availability or disperser abundance, and fruit removal rates via differences in bird and plant community composition. We examined how these two factors are affected by forest age in a Costa Rican rain forest. We compared seven young-secondary forest species, seven old-growth forest species, and Miconia nervosa growing in both forests. We measured sugar concentrations ill fruits and manipulated the location of paired fruiting branches, measuring subsequent fruit removal. Sugar concentration means were on average 2.1 percentage points higher in young-secondary forest species than in old-growth forest species. but did not differ among Miconia nervosa fruits from the two forests. Fruit removal rates were higher in young-secondary forest for 86% of young-secondary forest species, 71% of old-growth forest species, and on average for both young-secondary and old-growth forest Miconia nervosa individuals. Higher sugar concentrations in young-secondary forest plants could reflect stronger competition for dispersers, while experimental fruit removal results suggests the opposite patterns of competition: fruits are more likely to be removed by dispersers in young-secondary forest independent of fruit nutrient concentration.","Lumpkin, Heather A.
Boyle, W. Alice","Lumpkin, HA
Boyle, WA",NA,"515",NA,NA,NA,"10.1017/S0266467409006208",NA,"522","Clarivate Analytics Web of Science",NA,"SEP",NA,"J",NA,"2009","Boyle, Alice/G-1872-2010","Boyle, Alice/0000-0002-2880-142X",NA,NA,NA,"0266-4674","JOURNAL OF TROPICAL ECOLOGY",NA,"Effects of forest age on fruit composition and removal in tropical
bird-dispersed understorey trees","WOS:000269168700007","25",NA,NA,199
"200","LaSelvaPT_1-500.txt","I monitored Great Tinamou (Tinamus major) clutches between February and May 2000-2002 at La Selva Biological Station in Costa Rica, and describe observations on incubation behavior and nest attendance. Incubation lasted 17 clays and began after the Clutch was completed. Nest attendance during monitoring was high: birds were incubating during 249 nest checks at all incubation stages. Only five of 18 incubating birds that were monitored (34,282 min) with video and photographic cameras left the nest for a combined 257 min. There was no pattern to time of day or length of time when incubating birds left the nest. DNA from seven incubating birds was used to identify gender and all were males. All birds that sat on clutches defended their eggs and subsequent chicks, but were not recorded standing up to turn their eggs. High nest attendance and reduced parental activity at the nest may reduce nest detection by predators.","Brennan, Patricia L. R.","Brennan, PLR",NA,"506",NA,NA,NA,"10.1676/08-073.1",NA,"511","Clarivate Analytics Web of Science",NA,"SEP",NA,"J",NA,"2009",NA,"Brennan, Patricia/0000-0002-1905-3327",NA,NA,NA,"1559-4491","WILSON JOURNAL OF ORNITHOLOGY",NA,"INCUBATION IN GREAT TINAMOU (TINAMUS MAJOR)","WOS:000269682500007","121",NA,NA,200
"201","LaSelvaPT_1-500.txt","A second species of the hitherto monotypic genus Microdonophagus Schauff is described as Microdonophagus levis sp. nov. The species is described from material collected at La Selva Biological Research Station in Costa Rica. Unlike the previously described species, Microdonophagus woodleyi Schauff, it is described from females only and the biology is not known. The addition of a second species of Microdonophagus enhances the possibilities to assess the characters defining the genus, some of which are introduced as new here.","Hansson, Christer","Hansson, C",NA,"54",NA,NA,NA,"10.11646/zootaxa.2200.1.3",NA,"60","Clarivate Analytics Web of Science",NA,"AUG 17",NA,"J",NA,"2009",NA,NA,NA,NA,NA,"1175-5326","ZOOTAXA",NA,"The genus Microdonophagus Schauff (Hymenoptera: Eulophidae), with
description of a new species","WOS:000268992900003",NA,NA,NA,201
"202","LaSelvaPT_1-500.txt","C, He, and Cl concentrations and isotopes in groundwater and surface water in a lowland Costa Rican rain forest are consistent with the mixing of two distinct groundwaters: (1) high-solute bedrock groundwater representing interbasin groundwater flow (IGF) into the rain forest and (2) low-solute local groundwater recharged in the lowlands. In bedrock groundwater, high delta C-13 (-4.89%), low C-14 (7.98 pM), high R/R-A for He (6.88), and low Cl-36/Cl (17 x 10(-15)) suggest that elevated tracer concentrations are derived from magmatic outgassing and/or weathering of volcanic rock beneath nearby Volcan Barva. In local groundwater, the magmatic signature is absent, and data suggest atmospheric sources for He and Cl and a biogenic soil gas CO2 source for dissolved inorganic carbon. Dating of C-14 suggests that the age of bedrock groundwater is 2400-4000 years (most likely at the lower end of the range). Local groundwater has C-14 > 100 pM, indicating the presence of ""bomb carbon'' and thus ages less than similar to 55 years. Overall, data are consistent with a conceptual hydrologic model originally proposed on the basis of water budget and major ion data: (1) large variation in solute concentrations can be explained by mixing of the two distinct groundwaters, (2) bedrock groundwater is much older than local groundwater, (3) elevated solute concentrations in bedrock groundwater are derived from volcanic fluids and/or rock, and (4) local groundwater has not interacted with volcanic rock. Tracers with different capabilities converge on the same hydrologic interpretation. Also, transport of magmatic CO2 into the lowland rain forest via IGF seems to be significant relative to other large ecosystem-level carbon fluxes.","Genereux, David P.
Webb, Mathew
Solomon, D. Kip","Genereux, DP
Webb, M
Solomon, DK",NA,NA,NA,NA,NA,"10.1029/2008WR007630",NA,NA,"Clarivate Analytics Web of Science",NA,"AUG 11",NA,"J",NA,"2009","Solomon, Douglas/C-7951-2016","Solomon, Douglas/0000-0001-6370-7124",NA,NA,NA,"0043-1397","WATER RESOURCES RESEARCH",NA,"Chemical and isotopic signature of old groundwater and magmatic solutes
in a Costa Rican rain forest: Evidence from carbon, helium, and chlorine","WOS:000269036900005","45",NA,NA,202
"203","LaSelvaPT_1-500.txt","Prolific fine root growth coupled with small accumulations of dead fine roots indicate rapid rates of fine root production, mortality and decay in young tree plantations in lowland Costa Rica. However, published studies indicate that fine roots decay relatively slowly in tropical forests. To resolve this discrepancy, we used the intact-core technique to quantify first-year decay rates of fine roots in four single-species plantations of native tree species. We tested three hypotheses: first, that fine roots from different tree species would decay at different rates; second, that species having rapid fine root growth rates would also have rapid rates of fine root decay; and third, that differences in fine root decay among species could be explained by fine root chemistry variables previously identified as influencing decay rates. Fine roots in Virola koschnyi plantations decayed very slowly (k = 0.29 +/- A 0.15 year(-1)); those of Vochysia guatemalensis decayed seven times faster (k = 2.00 +/- A 0.13 year(-1)). Decay rates of the remaining two species, Hieronyma alchorneoides and Pentaclethra macroloba, were 1.36 and 1.28 year(-1), respectively. We found a positive, marginally significant correlation between fine root decay rates and the relative growth rates of live fine roots (R = 0.93, n = 4, P = 0.072). There was a highly significant negative correlation between fine root decay and fine root lignin:N (R = 0.99, P = 0.01), which supports the use of lignin:N as a decay-controlling factor within terrestrial ecosystem models. The decay rates that we observed in this single study location encompassed the entire range of fine root decay rates previously observed in moist tropical forests, and thus suggest great potential for individual tree species to alter belowground organic matter and nutrient dynamics within a biotically rich rainforest environment.","Raich, James W.
Russell, Ann E.
Valverde-Barrantes, Oscar","Raich, JW
Russell, AE
Valverde-Barrantes, O",NA,"325",NA,NA,NA,"10.1007/s00442-009-1379-9",NA,"330","Clarivate Analytics Web of Science",NA,"AUG",NA,"J",NA,"2009","Russell, Ann/F-3153-2017","Russell, Ann/0000-0001-5410-3361","19484478",NA,NA,"0029-8549","OECOLOGIA",NA,"Fine root decay rates vary widely among lowland tropical tree species","WOS:000268548000010","161",NA,NA,203
"204","LaSelvaPT_1-500.txt","Fern species and growth form diversity peak in tropical rainforests. In such forests, ferns often play important ecological roles. However the distribution and diversity patterns of different growth forms (i.e., epiphytic vs. terrestrial ferns) have not been broadly quantified. We compared the distribution and diversity patterns of epiphytic pteridophytes on the trunks of six individuals of the emergent canopy tree species Hyeronima alchorneoides (Euphorbiaceae) to those of terrestrial species at La Selva Biological Station in Heredia province, Costa Rica, A total of 21 species of epiphytic and 20 terrestrial ferns was recorded, with only one species found as an epiphyte and as a terrestrial species. Epiphytic species also exhibited increasing species diversity with increasing trunk height. Epiphytic species exhibited predictable patterns of distribution along the trunk and were easily grouped into high-trunk, low trunk, or bimodal categories. In terms of percent cover and number of species, simple-leaved ferns dominated the epiphytic growth form, 13 of 21 species, whereas ferns with compound or dissected leaves dominated the hemi-epiphytic and terrestrial floras with 20 of 20 species. These results indicate that there are significant functional difference's in the ecology of epiphytic and terrestrial ferns and that reciprocal establishment is difficult and extremely rare.","Watkins, James E., Jr.
Cardelus, Catherine","Watkins, JE
Cardelus, C",NA,"162",NA,NA,NA,"10.1640/0002-8444-99.3.162",NA,"175","Clarivate Analytics Web of Science",NA,"JUL-SEP",NA,"J",NA,"2009",NA,NA,NA,NA,NA,"0002-8444","AMERICAN FERN JOURNAL",NA,"Habitat Differentiation of Ferns in a Lowland Tropical Rain Forest","WOS:000274419000003","99",NA,NA,204
"205","LaSelvaPT_1-500.txt","Surveys of wood along 30 forested headwater stream reaches in La Selva Biological Station in north-eastern Costa Rica represent the first systematic data reported on wood loads in neotropical streams. For streams with drainage areas of 0.1-8-5 km(2) and gradients of 0.2-8%, wood load ranged from 3 to 34-7 m(3) wood/100 m channel and 41-612 m(3) wood/ha channel. These values are within the range reported for temperate streams. The variables wood diameter/flow depth, stream power, the presence of backflooding, and channel width/depth are consistently selected as significant predictors by statistical models for wood load. These variables explain half to two-thirds of the variability in wood load. These results, along with the spatial distribution of wood with respect to the thalweg, suggest that transport processes exert a greater influence on wood loads than recruitment processes. Wood appears to be more geomorphically effective in altering bed elevations in gravel-bed reaches than in reaches with coarser or finer substrate. Copyright (c) 2009 John Wiley & Sons, Ltd.","Cadol, Daniel
Wohl, Ellen
Goode, Jaime R.
Jaeger, Kristin L.","Cadol, D
Wohl, E
Goode, JR
Jaeger, KL",NA,"1198",NA,NA,NA,"10.1002/esp.1800",NA,"1215","Clarivate Analytics Web of Science",NA,"JUL",NA,"J",NA,"2009","Jaeger, Kristin/I-2677-2012","Cadol, Daniel/0000-0002-4408-8548",NA,NA,NA,"0197-9337","EARTH SURFACE PROCESSES AND LANDFORMS",NA,"Wood distribution in neotropical forested headwater streams of La Selva,
Costa Rica","WOS:000268117800002","34",NA,NA,205
"206","LaSelvaPT_1-500.txt","We used parentage analysis to estimate seedling recruitment distances and genetic composition of seedling patches centred around reproductive trees of the animal-dispersed Neotropical canopy palm Iriartea deltoidea in two 0.5 ha plots within second-growth forest and one 0.5 ha plot in adjacent old-growth forest at La Selva Biological Field Station in north-eastern Costa Rica. Seedlings were significantly spatially aggregated in all plots, but this pattern was not due to dispersal limitation. More than 70 per cent of seedlings were dispersed at least 50 m from parent trees. Few seedlings were offspring of the closest reproductive trees. Seedling patches observed beneath reproductive trees originate from dozens of parental trees. Observed patterns of seedling distribution and spatial genetic structure are largely determined by the behaviour of vertebrate seed dispersers rather than by spatial proximity to parental trees.","Sezen, Uzay U.
Chazdon, Robin L.
Holsinger, Kent E.","Sezen, UU
Chazdon, RL
Holsinger, KE",NA,"2037",NA,NA,NA,"10.1098/rspb.2008.1793",NA,"2044","Clarivate Analytics Web of Science",NA,"JUN 7",NA,"J",NA,"2009","Holsinger, Kent/A-7435-2009;Sezen, Ugur Uzay/V-1186-2019;Chazdon,Robin/O-9766-2018","Holsinger, Kent/0000-0003-4312-3804;Sezen, UgurUzay/0000-0002-2988-8790;Chazdon, Robin/0000-0002-7349-5687","19324791",NA,NA,"0962-8452","PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES",NA,"Proximity is not a proxy for parentage in an animal-dispersed
Neotropical canopy palm","WOS:000265450700015","276",NA,NA,206
"207","LaSelvaPT_1-500.txt","Parasitic wasps and flies (parasitoids) exert high mortality on caterpillars, and previous studies have demonstrated that most primary and secondary defenses do not protect caterpillars against parasitoids. We investigated the efficacy of tertiary defenses (i.e., immune responses) against parasitoids. Using a bead injection technique to measure the immune response and a 15-year database to measure parasitism, we compared the immune response for 16 species of caterpillars in nine different families. We found that caterpillar species with a strong immune response had the lowest incidence of parasitism, and when statistically compared to other defensive traits, the immune response was the best predictor of parasitism. Parasitoids either avoid attacking caterpillar species with a capacity for high levels of melanization or are killed once they have parasitized. In either case, the immune response is clearly one of the most effective defenses that caterpillars have against parasitism, and elucidating consistent predictors of variation in encapsulation could improve understanding of parasitism patterns in time and space and could enhance biological control efforts.","Smilanich, Angela M.
Dyer, Lee A.
Gentry, Grant L.","Smilanich, AM
Dyer, LA
Gentry, GL",NA,"1434",NA,NA,NA,"10.1890/08-1906.1",NA,"1440","Clarivate Analytics Web of Science",NA,"JUN",NA,"J",NA,"2009",NA,NA,"19569356",NA,NA,"0012-9658","ECOLOGY",NA,"The insect immune response and other putative defenses as effective
predictors of parasitism","WOS:000266662500002","90",NA,NA,207
"208","LaSelvaPT_1-500.txt","Comparisons of the effects of leaf litter chemistry on leaf breakdown rates in tropical vs temperate streams are hindered by incompatibility among studies and across sites of analytical methods used to measure leaf chemistry. We used standardized analytical techniques to measure chemistry and breakdown rate of leaves from common riparian tree species at 2 sites, 1 tropical and 1 temperate, where a relatively large amount of information is available on litter chemistry and breakdown rates in streams (La Selva Biological Station, Costa Rica, and Coweeta Hydrologic Laboratory, North Carolina, USA). We selected 8 common riparian tree species from La Selva and 7 from Coweeta that spanned the range of chemistries of leaf litter naturally entering streams at each site. We predicted that concentrations of secondary compounds would be higher in the tropical species than in the temperate species and that high concentrations of condensed tannins would decrease breakdown rates in both sites. Contrary to our predictions, mean concentration of condensed tannins was significantly greater (2.6x, p<0.001) for species at Coweeta than for species at La Selva. Concentration of condensed tannins was negatively correlated with breakdown rate among Coweeta species (r=-0.80), not among La Selva species, and negatively correlated when the 2 sites were combined (r=-0.53). Concentrations of structural compounds were strongly correlated with breakdown rate at both sites (Coweeta species, lignin r=-0.94, cellulose r=-0.77; La Selva species, cellulose r=-0.78, C r=-0.73). The chemistries of 8 riparian species from La Selva and 7 riparian species from Coweeta were not as different as expected. Our results underline the importance of standardized analytical techniques when making cross-site comparisons of leaf chemistry.","Ardon, Marcelo
Pringle, Catherine M.
Eggert, Susan L.","Ardon, M
Pringle, CM
Eggert, SL",NA,"440",NA,NA,NA,"10.1899/07-083.1",NA,"453","Clarivate Analytics Web of Science",NA,"JUN",NA,"J",NA,"2009","Pringle, Catherine/I-1841-2012","Ardon, Marcelo/0000-0001-7275-2672",NA,NA,NA,"0887-3593","JOURNAL OF THE NORTH AMERICAN BENTHOLOGICAL SOCIETY",NA,"Does leaf chemistry differentially affect breakdown in tropical vs
temperate streams? Importance of standardized analytical techniques to
measure leaf chemistry","WOS:000266645700016","28",NA,NA,208
